edge_3683l	barrnap:0.9	rRNA	163	1646	0	-	.	ID=AAHFOCED_00001;locus_tag=AAHFOCED_00001;product=16S ribosomal RNA
edge_3683l	Prodigal:002006	CDS	619902	621005	.	+	0	ID=AAHFOCED_00655;eC_number=6.3.5.5;Name=carA;gene=carA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P54324;locus_tag=AAHFOCED_00655;product=Carbamoyl-phosphate synthase arginine-specific small chain
edge_3683l	Prodigal:002006	CDS	621002	624181	.	+	0	ID=AAHFOCED_00656;eC_number=6.3.5.5;Name=carB;gene=carB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P63740;locus_tag=AAHFOCED_00656;product=Carbamoyl-phosphate synthase large chain
edge_3683l	Aragorn:001002	tRNA	624230	624305	.	-	.	ID=AAHFOCED_00657;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00657;product=tRNA-Phe(gaa)
edge_3683l	Prodigal:002006	CDS	624431	625000	.	+	0	ID=AAHFOCED_00658;Name=lemA;db_xref=COG:COG1704;gene=lemA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A8AVK0;locus_tag=AAHFOCED_00658;product=Protein LemA
edge_3683l	Prodigal:002006	CDS	625022	625900	.	+	0	ID=AAHFOCED_00659;eC_number=3.4.24.-;Name=htpX;db_xref=COG:COG0501;gene=htpX;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O30795;locus_tag=AAHFOCED_00659;product=Protease HtpX 
edge_3683l	Prodigal:002006	CDS	625910	626992	.	+	0	ID=AAHFOCED_00660;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00660;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	626970	629000	.	+	0	ID=AAHFOCED_00661;eC_number=6.5.1.2;Name=ligA;gene=ligA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O87703;locus_tag=AAHFOCED_00661;product=DNA ligase
edge_3683l	Prodigal:002006	CDS	629001	629582	.	+	0	ID=AAHFOCED_00662;eC_number=3.6.1.66;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01405;locus_tag=AAHFOCED_00662;product=dITP/XTP pyrophosphatase
edge_3683l	Prodigal:002006	CDS	629614	631179	.	+	0	ID=AAHFOCED_00663;eC_number=6.3.5.2;Name=guaA;db_xref=COG:COG0518;gene=guaA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WMS7;locus_tag=AAHFOCED_00663;product=GMP synthase [glutamine-hydrolyzing]
edge_3683l	Prodigal:002006	CDS	631181	631816	.	+	0	ID=AAHFOCED_00664;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00664;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	631825	632220	.	-	0	ID=AAHFOCED_00665;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00665;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	632287	632643	.	+	0	ID=AAHFOCED_00666;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00666;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	632698	634515	.	+	0	ID=AAHFOCED_00667;eC_number=7.6.2.8;Name=btuD_2;gene=btuD_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005;locus_tag=AAHFOCED_00667;product=Vitamin B12 import ATP-binding protein BtuD
edge_3683l	Prodigal:002006	CDS	634560	634868	.	-	0	ID=AAHFOCED_00668;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00668;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	635085	635696	.	+	0	ID=AAHFOCED_00669;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00669;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	635767	636546	.	+	0	ID=AAHFOCED_00670;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00670;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	636609	636685	.	-	.	ID=AAHFOCED_00671;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00671;product=tRNA-Ala(ggc)
edge_3683l	Prodigal:002006	CDS	636726	638564	.	-	0	ID=AAHFOCED_00672;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00672;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	638832	640148	.	+	0	ID=AAHFOCED_00673;eC_number=6.3.2.10;Name=murF_2;gene=murF_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_02019;locus_tag=AAHFOCED_00673;product=UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
edge_3683l	Prodigal:002006	CDS	640182	642644	.	+	0	ID=AAHFOCED_00674;eC_number=6.1.1.4;Name=leuS;gene=leuS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P67513;locus_tag=AAHFOCED_00674;product=Leucine--tRNA ligase
edge_3683l	Prodigal:002006	CDS	642641	643069	.	-	0	ID=AAHFOCED_00675;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00675;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	643190	643531	.	-	0	ID=AAHFOCED_00676;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00676;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	643631	644014	.	-	0	ID=AAHFOCED_00677;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00677;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	644162	644317	.	+	0	ID=AAHFOCED_00678;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00678;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	644375	644833	.	+	0	ID=AAHFOCED_00679;Name=nusB;gene=nusB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P65578;locus_tag=AAHFOCED_00679;product=Transcription antitermination protein NusB
edge_3683l	Prodigal:002006	CDS	644814	645308	.	+	0	ID=AAHFOCED_00680;eC_number=3.6.1.-;Name=mutT4;db_xref=COG:COG0494;gene=mutT4;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WIX7;locus_tag=AAHFOCED_00680;product=Putative mutator protein MutT4
edge_3683l	Prodigal:002006	CDS	645308	646018	.	+	0	ID=AAHFOCED_00681;eC_number=3.1.26.3;Name=rnc;db_xref=COG:COG0571;gene=rnc;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P51833;locus_tag=AAHFOCED_00681;product=Ribonuclease 3
edge_3683l	Prodigal:002006	CDS	646112	646528	.	+	0	ID=AAHFOCED_00682;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00682;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	646750	646893	.	+	0	ID=AAHFOCED_00683;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00683;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	647218	647628	.	+	0	ID=AAHFOCED_00684;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00684;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	647842	648108	.	-	0	ID=AAHFOCED_00685;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00685;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	648190	648846	.	+	0	ID=AAHFOCED_00686;eC_number=2.1.1.228;Name=trmD;gene=trmD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q6GHJ5;locus_tag=AAHFOCED_00686;product=tRNA (guanine-N(1)-)-methyltransferase
edge_3683l	Prodigal:002006	CDS	649079	649546	.	+	0	ID=AAHFOCED_00687;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00687;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	649601	650143	.	+	0	ID=AAHFOCED_00688;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00688;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	650203	650276	.	+	.	ID=AAHFOCED_00689;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00689;product=tRNA-Gln(ctg)
edge_3683l	Prodigal:002006	CDS	652290	653708	.	-	0	ID=AAHFOCED_00690;eC_number=6.1.1.15;Name=proS_1;db_xref=COG:COG0442;gene=proS_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9L4Q8;locus_tag=AAHFOCED_00690;product=Proline--tRNA ligase
edge_3683l	Prodigal:002006	CDS	653740	654534	.	-	0	ID=AAHFOCED_00691;eC_number=2.7.2.11;Name=proB;db_xref=COG:COG0263;gene=proB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0A7B5;locus_tag=AAHFOCED_00691;product=Glutamate 5-kinase
edge_3683l	Prodigal:002006	CDS	655280	655843	.	-	0	ID=AAHFOCED_00692;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00692;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	656130	656222	.	-	0	ID=AAHFOCED_00693;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00693;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	656441	656713	.	+	0	ID=AAHFOCED_00694;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00694;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	656776	658416	.	+	0	ID=AAHFOCED_00695;eC_number=7.6.2.8;Name=btuD_3;gene=btuD_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005;locus_tag=AAHFOCED_00695;product=Vitamin B12 import ATP-binding protein BtuD
edge_3683l	Prodigal:002006	CDS	658453	658860	.	+	0	ID=AAHFOCED_00696;eC_number=3.6.1.-;Name=rppH;gene=rppH;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00298;locus_tag=AAHFOCED_00696;product=RNA pyrophosphohydrolase
edge_3683l	Prodigal:002006	CDS	658850	662689	.	-	0	ID=AAHFOCED_00697;eC_number=6.3.5.3;Name=purL;db_xref=COG:COG0046;gene=purL;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P74881;locus_tag=AAHFOCED_00697;product=Phosphoribosylformylglycinamidine synthase
edge_3683l	Prodigal:002006	CDS	662686	663822	.	-	0	ID=AAHFOCED_00698;eC_number=6.3.3.1;Name=purM;gene=purM;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00741;locus_tag=AAHFOCED_00698;product=Phosphoribosylformylglycinamidine cyclo-ligase
edge_3683l	Prodigal:002006	CDS	663915	664535	.	+	0	ID=AAHFOCED_00699;eC_number=3.5.4.9;Name=fchA;db_xref=COG:COG3404;gene=fchA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q49135;locus_tag=AAHFOCED_00699;product=Methenyltetrahydrofolate cyclohydrolase
edge_3683l	Prodigal:002006	CDS	664532	665374	.	+	0	ID=AAHFOCED_00700;Name=folD_2;gene=folD_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q7A697;locus_tag=AAHFOCED_00700;product=Bifunctional protein FolD protein
edge_3683l	Prodigal:002006	CDS	665486	666976	.	+	0	ID=AAHFOCED_00701;eC_number=2.4.2.14;Name=purF;db_xref=COG:COG0034;gene=purF;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WHQ7;locus_tag=AAHFOCED_00701;product=Amidophosphoribosyltransferase
edge_3683l	Prodigal:002006	CDS	667023	667694	.	+	0	ID=AAHFOCED_00702;eC_number=2.1.2.2;Name=purN;db_xref=COG:COG0299;gene=purN;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P08179;locus_tag=AAHFOCED_00702;product=Phosphoribosylglycinamide formyltransferase
edge_3683l	Prodigal:002006	CDS	667706	668977	.	+	0	ID=AAHFOCED_00703;eC_number=6.3.4.13;Name=purD;db_xref=COG:COG0151;gene=purD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P15640;locus_tag=AAHFOCED_00703;product=Phosphoribosylamine--glycine ligase
edge_3683l	Prodigal:002006	CDS	668981	669520	.	-	0	ID=AAHFOCED_00704;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00704;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	669513	670334	.	-	0	ID=AAHFOCED_00705;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00705;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	670334	670849	.	-	0	ID=AAHFOCED_00706;eC_number=5.4.99.18;Name=purE;db_xref=COG:COG0041;gene=purE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9WYS7;locus_tag=AAHFOCED_00706;product=N5-carboxyaminoimidazole ribonucleotide mutase
edge_3683l	Prodigal:002006	CDS	670857	672020	.	-	0	ID=AAHFOCED_00707;eC_number=6.3.4.18;Name=purK;db_xref=COG:COG0026;gene=purK;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WHL9;locus_tag=AAHFOCED_00707;product=N5-carboxyaminoimidazole ribonucleotide synthase
edge_3683l	Prodigal:002006	CDS	672048	673007	.	+	0	ID=AAHFOCED_00708;eC_number=6.3.2.6;Name=purC;db_xref=COG:COG0152;gene=purC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0R4I0;locus_tag=AAHFOCED_00708;product=Phosphoribosylaminoimidazole-succinocarboxamide synthase
edge_3683l	Prodigal:002006	CDS	673007	674383	.	+	0	ID=AAHFOCED_00709;eC_number=4.3.2.2;Name=purB;db_xref=COG:COG0015;gene=purB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9X0I0;locus_tag=AAHFOCED_00709;product=Adenylosuccinate lyase
edge_3683l	Prodigal:002006	CDS	674557	675048	.	+	0	ID=AAHFOCED_00710;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00710;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	675092	675490	.	-	0	ID=AAHFOCED_00711;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00711;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	675548	677569	.	-	0	ID=AAHFOCED_00712;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00712;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	677745	678236	.	+	0	ID=AAHFOCED_00713;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00713;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	678324	678818	.	+	0	ID=AAHFOCED_00714;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00714;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	678868	679938	.	+	0	ID=AAHFOCED_00715;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00715;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	679959	680300	.	+	0	ID=AAHFOCED_00716;db_xref=COG:COG0327;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WFM1;locus_tag=AAHFOCED_00716;product=GTP cyclohydrolase 1 type 2 
edge_3683l	Prodigal:002006	CDS	680360	681172	.	-	0	ID=AAHFOCED_00717;Name=aqpZ;gene=aqpZ;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01146;locus_tag=AAHFOCED_00717;product=Aquaporin Z
edge_3683l	Prodigal:002006	CDS	681195	681488	.	+	0	ID=AAHFOCED_00718;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00718;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	681509	682549	.	+	0	ID=AAHFOCED_00719;eC_number=6.1.1.20;Name=pheS;db_xref=COG:COG0016;gene=pheS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q4L5E3;locus_tag=AAHFOCED_00719;product=Phenylalanine--tRNA ligase alpha subunit
edge_3683l	Prodigal:002006	CDS	682549	682887	.	+	0	ID=AAHFOCED_00720;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00720;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	682884	685352	.	+	0	ID=AAHFOCED_00721;eC_number=6.1.1.20;Name=pheT;db_xref=COG:COG0072;gene=pheT;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q4L5E4;locus_tag=AAHFOCED_00721;product=Phenylalanine--tRNA ligase beta subunit
edge_3683l	Prodigal:002006	CDS	685430	686323	.	+	0	ID=AAHFOCED_00722;Name=cyoA;db_xref=COG:COG1622;gene=cyoA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0ABJ1;locus_tag=AAHFOCED_00722;product=Cytochrome bo(3) ubiquinol oxidase subunit 2
edge_3683l	Prodigal:002006	CDS	686323	688281	.	+	0	ID=AAHFOCED_00723;eC_number=7.1.1.3;Name=cyoB;db_xref=COG:COG0843;gene=cyoB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0ABI8;locus_tag=AAHFOCED_00723;product=Cytochrome bo(3) ubiquinol oxidase subunit 1
edge_3683l	Prodigal:002006	CDS	688278	688868	.	+	0	ID=AAHFOCED_00724;Name=cyoC;db_xref=COG:COG1845;gene=cyoC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0ABJ3;locus_tag=AAHFOCED_00724;product=Cytochrome bo(3) ubiquinol oxidase subunit 3
edge_3683l	Prodigal:002006	CDS	688865	689206	.	+	0	ID=AAHFOCED_00725;Name=cyoD;db_xref=COG:COG3125;gene=cyoD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0ABJ6;locus_tag=AAHFOCED_00725;product=Cytochrome bo(3) ubiquinol oxidase subunit 4
edge_3683l	Prodigal:002006	CDS	689206	690072	.	+	0	ID=AAHFOCED_00726;eC_number=2.5.1.141;Name=cyoE;db_xref=COG:COG0109;gene=cyoE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AEA5;locus_tag=AAHFOCED_00726;product=Protoheme IX farnesyltransferase
edge_3683l	Prodigal:002006	CDS	690101	690394	.	+	0	ID=AAHFOCED_00727;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00727;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	690435	691622	.	+	0	ID=AAHFOCED_00728;eC_number=1.6.99.-;Name=yjlD;db_xref=COG:COG1252;gene=yjlD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80861;locus_tag=AAHFOCED_00728;product=NADH dehydrogenase-like protein YjlD
edge_3683l	Prodigal:002006	CDS	691666	692232	.	+	0	ID=AAHFOCED_00729;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00729;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	692263	693234	.	+	0	ID=AAHFOCED_00730;eC_number=1.8.1.9;Name=trxB;db_xref=COG:COG0492;gene=trxB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80880;locus_tag=AAHFOCED_00730;product=Thioredoxin reductase
edge_3683l	Prodigal:002006	CDS	693270	694133	.	+	0	ID=AAHFOCED_00731;eC_number=3.1.3.25;Name=suhB_1;db_xref=COG:COG0483;gene=suhB_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0ADG4;locus_tag=AAHFOCED_00731;product=Inositol-1-monophosphatase
edge_3683l	Prodigal:002006	CDS	694130	694780	.	-	0	ID=AAHFOCED_00732;eC_number=3.1.4.46;Name=glpQ;db_xref=COG:COG0584;gene=glpQ;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37965;locus_tag=AAHFOCED_00732;product=Glycerophosphodiester phosphodiesterase
edge_3683l	Prodigal:002006	CDS	694830	695357	.	+	0	ID=AAHFOCED_00733;eC_number=3.6.1.1;Name=ppa;db_xref=COG:COG0221;gene=ppa;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9K0G4;locus_tag=AAHFOCED_00733;product=Inorganic pyrophosphatase
edge_3683l	Prodigal:002006	CDS	695437	695733	.	-	0	ID=AAHFOCED_00734;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00734;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	695820	697358	.	-	0	ID=AAHFOCED_00735;eC_number=2.7.6.5;Name=relA;db_xref=COG:COG0317;gene=relA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O54408;locus_tag=AAHFOCED_00735;product=GTP pyrophosphokinase
edge_3683l	Prodigal:002006	CDS	697388	697858	.	-	0	ID=AAHFOCED_00736;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00736;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	697976	698995	.	+	0	ID=AAHFOCED_00737;eC_number=1.2.1.12;Name=gap1;db_xref=COG:COG0057;gene=gap1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q4MQ58;locus_tag=AAHFOCED_00737;product=Glyceraldehyde-3-phosphate dehydrogenase 1
edge_3683l	Prodigal:002006	CDS	699065	699376	.	-	0	ID=AAHFOCED_00738;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00738;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	699467	699922	.	+	0	ID=AAHFOCED_00739;eC_number=5.3.1.6;Name=rpiB;db_xref=COG:COG0698;gene=rpiB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37351;locus_tag=AAHFOCED_00739;product=Ribose-5-phosphate isomerase B
edge_3683l	Prodigal:002006	CDS	699922	700566	.	+	0	ID=AAHFOCED_00740;eC_number=5.1.3.1;Name=rpe;gene=rpe;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P74061;locus_tag=AAHFOCED_00740;product=Ribulose-phosphate 3-epimerase
edge_3683l	Prodigal:002006	CDS	700570	700890	.	+	0	ID=AAHFOCED_00741;eC_number=2.2.1.-;Name=aptA_1;db_xref=COG:COG3959;gene=aptA_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A6KXB4;locus_tag=AAHFOCED_00741;product=Apulose-4-phosphate transketolase subunit A
edge_3683l	Prodigal:002006	CDS	700874	701431	.	+	0	ID=AAHFOCED_00742;eC_number=2.2.1.-;Name=aptA_2;db_xref=COG:COG3959;gene=aptA_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A6KXB4;locus_tag=AAHFOCED_00742;product=Apulose-4-phosphate transketolase subunit A
edge_3683l	Prodigal:002006	CDS	701428	702426	.	+	0	ID=AAHFOCED_00743;eC_number=2.2.1.-;Name=aptB;db_xref=COG:COG3958;gene=aptB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A6KXB3;locus_tag=AAHFOCED_00743;product=Apulose-4-phosphate transketolase subunit B
edge_3683l	Prodigal:002006	CDS	702436	703347	.	+	0	ID=AAHFOCED_00744;eC_number=4.1.2.29;Name=iolJ;db_xref=COG:COG0191;gene=iolJ;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P42420;locus_tag=AAHFOCED_00744;product=6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
edge_3683l	Prodigal:002006	CDS	703353	704330	.	+	0	ID=AAHFOCED_00745;eC_number=2.7.1.-;Name=ydjH;db_xref=COG:COG0524;gene=ydjH;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P77493;locus_tag=AAHFOCED_00745;product=putative sugar kinase YdjH
edge_3683l	Prodigal:002006	CDS	704352	705869	.	+	0	ID=AAHFOCED_00746;eC_number=2.7.1.15;Name=RBKS;gene=RBKS;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01987;locus_tag=AAHFOCED_00746;product=Ribokinase
edge_3683l	Prodigal:002006	CDS	705869	706480	.	+	0	ID=AAHFOCED_00747;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00747;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	706490	707080	.	-	0	ID=AAHFOCED_00748;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00748;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	707136	709109	.	+	0	ID=AAHFOCED_00749;Name=uvrB;gene=uvrB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P56981;locus_tag=AAHFOCED_00749;product=UvrABC system protein B
edge_3683l	Prodigal:002006	CDS	709151	711724	.	+	0	ID=AAHFOCED_00750;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00750;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	711935	713161	.	+	0	ID=AAHFOCED_00751;eC_number=3.6.4.13;Name=rhlE;db_xref=COG:COG0513;gene=rhlE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P25888;locus_tag=AAHFOCED_00751;product=ATP-dependent RNA helicase RhlE
edge_3683l	Prodigal:002006	CDS	713255	714013	.	+	0	ID=AAHFOCED_00752;eC_number=3.6.3.-;Name=lnrL_2;db_xref=COG:COG1131;gene=lnrL_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P94440;locus_tag=AAHFOCED_00752;product=Linearmycin resistance ATP-binding protein LnrL
edge_3683l	Prodigal:002006	CDS	714006	715127	.	+	0	ID=AAHFOCED_00753;Name=lnrN;db_xref=COG:COG0842;gene=lnrN;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P94442;locus_tag=AAHFOCED_00753;product=Linearmycin resistance permease protein LnrN
edge_3683l	Prodigal:002006	CDS	715178	715471	.	+	0	ID=AAHFOCED_00754;eC_number=6.3.5.-;Name=gatC;gene=gatC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P68808;locus_tag=AAHFOCED_00754;product=Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
edge_3683l	Prodigal:002006	CDS	715472	716842	.	+	0	ID=AAHFOCED_00755;eC_number=6.3.5.7;Name=gatA;db_xref=COG:COG0154;gene=gatA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O66610;locus_tag=AAHFOCED_00755;product=Glutamyl-tRNA(Gln) amidotransferase subunit A
edge_3683l	Prodigal:002006	CDS	716842	717258	.	+	0	ID=AAHFOCED_00756;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00756;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	717258	718685	.	+	0	ID=AAHFOCED_00757;eC_number=6.3.5.-;Name=gatB;db_xref=COG:COG0064;gene=gatB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9X100;locus_tag=AAHFOCED_00757;product=Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
edge_3683l	Prodigal:002006	CDS	718694	719587	.	+	0	ID=AAHFOCED_00758;eC_number=2.7.7.9;Name=gtaB;db_xref=COG:COG1210;gene=gtaB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q05852;locus_tag=AAHFOCED_00758;product=UTP--glucose-1-phosphate uridylyltransferase
edge_3683l	Prodigal:002006	CDS	719603	719851	.	+	0	ID=AAHFOCED_00759;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00759;product=hypothetical protein
